"","fullID","matricula","nome","partido","uf","id","idparlamentar","urlFoto","sexo","email","xD1","xD2","sdD1","sdD2","lowerD1","upperD1","lowerD2","upperD2"
"1","ABEL MESQUITA JR /PDT",1,"ABEL MESQUITA JR ","PDT","RR",178957,5830756,"http://www.camara.gov.br/internet/deputado/bandep/178957.jpg","masculino","dep.abelmesquitajr@camara.gov.br",0.756930656681684,0.997688817490053,0.873961860973202,1.77705769566081,-0.705516553225863,2.61600199438424,-2.4380310654931,4.61363698893676
"2","ADAIL CARNEIRO/PHS",92,"ADAIL CARNEIRO","PHS","CE",178864,5830601,"http://www.camara.gov.br/internet/deputado/bandep/178864.jpg","masculino","dep.adailcarneiro@camara.gov.br",-0.351025048544019,0.415467496499038,0.855317053249001,1.01422229269465,-2.02704814358245,1.50300350761141,-1.47171059854191,2.28774577645437
"3","ADALBERTO CAVALCANTI/PTB",138,"ADALBERTO CAVALCANTI","PTB","PE",178914,5830364,"http://www.camara.gov.br/internet/deputado/bandep/178914.jpg","masculino","dep.adalbertocavalcanti@camara.gov.br",-1.08293229393159,0.785203695141788,1.6278589635636,1.37841708071861,-4.14195747501229,2.50023596904335,-2.12705652026037,3.25318393237331
"4","ADELMO CARNEIRO LEAO/PT",221,"ADELMO CARNEIRO LEAO","PT","MG",178890,5830314,"http://www.camara.gov.br/internet/deputado/bandep/178890.jpg","masculino","dep.adelmocarneiroleao@camara.gov.br",1.91385024628832,-0.386002309146441,1.75120021060222,1.92148113578498,-2.37307557953843,4.60339793244464,-4.12520243606199,3.32223783173514
"5","ADELSON BARRETO/PTB",175,"ADELSON BARRETO","PTB","SE",178968,5830370,"http://www.camara.gov.br/internet/deputado/bandep/178968.jpg","masculino","dep.adelsonbarreto@camara.gov.br",-1.48099059920576,0.973845171819066,1.930477531047,1.48475177656155,-4.57909407679728,2.68474683945877,-1.83045293077294,3.88700180898369
"6","ADEMIR CAMILO/PROS",520,"ADEMIR CAMILO","PROS","MG",133374,5830803,"http://www.camara.gov.br/internet/deputado/bandep/133374.jpg","masculino","dep.ademircamilo@camara.gov.br",0.759353285518426,0.393192968929006,0.672097053057476,1.41417933337618,-0.636334528925314,2.33756867652274,-2.24828683925908,3.22076680657682
"7","ADILTON SACHETTI/PSB",401,"ADILTON SACHETTI","PSB","MT",178903,5830628,"http://www.camara.gov.br/internet/deputado/bandep/178903.jpg","masculino","dep.adiltonsachetti@camara.gov.br",-0.415118865087016,0.861486522526128,1.26887244869794,1.30370618290329,-2.59950272295198,2.4457002773611,-1.43338441916355,3.42643147683511
"8","AELTON FREITAS/PR",224,"AELTON FREITAS","PR","MG",141372,5830322,"http://www.camara.gov.br/internet/deputado/bandep/141372.jpg","masculino","dep.aeltonfreitas@camara.gov.br",0.0524389760624759,1.06207823286972,1.16006504614442,1.48897758143858,-2.06918517633796,2.6855732760124,-1.78251005283952,4.01322843076258
"9","AFONSO FLORENCE/PT",182,"AFONSO FLORENCE","PT","BA",160508,5830319,"http://www.camara.gov.br/internet/deputado/bandep/160508.jpg","masculino","dep.afonsoflorence@camara.gov.br",1.53081792796894,-0.419967868810728,1.61293404108076,1.59135535115856,-2.4060306634377,3.99712584389299,-3.52983453092372,2.65745929690224
"10","AFONSO HAMM/PP",487,"AFONSO HAMM","PP","RS",136811,5830647,"http://www.camara.gov.br/internet/deputado/bandep/136811.jpg","masculino","dep.afonsohamm@camara.gov.br",1.62364599750714,0.802029905299273,1.18991676520156,2.29984734800171,-1.5602460037464,3.61833149023112,-4.04591252853503,4.65062520580707
"11","AFONSO MOTTA/PDT",490,"AFONSO MOTTA","PDT","RS",178835,5830619,"http://www.camara.gov.br/internet/deputado/bandep/178835.jpg","masculino","dep.afonsomotta@camara.gov.br",1.34464295280082,0.111977465963495,1.02912341124958,1.75390302068654,-1.43701376278103,2.93662396665684,-3.21588738537057,3.5081769979913
"12","AGUINALDO RIBEIRO/PP",129,"AGUINALDO RIBEIRO","PP","PB",160527,5830568,"http://www.camara.gov.br/internet/deputado/bandep/160527.jpg","masculino","dep.aguinaldoribeiro@camara.gov.br",-0.376596435537402,0.993922164335478,1.25792203031129,1.32655108685454,-2.88105846696039,2.0258301170594,-1.34760020937,3.73630111390484
"13","ALAN RICK/PRB",53,"ALAN RICK","PRB","AC",178836,5830326,"http://www.camara.gov.br/internet/deputado/bandep/178836.jpg","masculino","dep.alanrick@camara.gov.br",0.335947230484903,0.442098254174561,0.676549878098029,1.24121403043403,-1.08839841305081,1.65672765169333,-1.45694041512525,3.21278407412178
"14","ALBERTO FILHO/PMDB",548,"ALBERTO FILHO","PMDB","MA",160582,5830840,"http://www.camara.gov.br/internet/deputado/bandep/160582.jpg","masculino","dep.albertofilho@camara.gov.br",-0.889836236947996,1.35763249968189,1.73449670900653,1.45134353691955,-3.8514259094767,2.9445716446528,-1.40614158414082,4.08671633427771
"15","ALBERTO FRAGA/DEM",410,"ALBERTO FRAGA","DEM","DF",73579,5830472,"http://www.camara.gov.br/internet/deputado/bandep/73579.jpg","masculino","dep.albertofraga@camara.gov.br",-1.64914604920826,-0.458225362730141,1.3408945862175,1.83748703609192,-4.36181268594787,0.972144700861894,-2.99399644866508,3.80546812353465
"16","ALCEU MOREIRA/PMDB",486,"ALCEU MOREIRA","PMDB","RS",160559,5830689,"http://www.camara.gov.br/internet/deputado/bandep/160559.jpg","masculino","dep.alceumoreira@camara.gov.br",-0.338587252126733,1.30691729305523,1.41921041370918,1.50228472829212,-2.94553451364105,2.59671140459623,-1.38865134593621,4.3686619678668
"17","ALESSANDRO MOLON/PT",287,"ALESSANDRO MOLON","PT","RJ",160511,5830329,"http://www.camara.gov.br/internet/deputado/bandep/160511.jpg","masculino","dep.alessandromolon@camara.gov.br",1.56776675044833,-0.409421700550126,1.60389065862822,1.58560646013785,-1.78942333073479,4.40241540865916,-3.47597609680695,2.77537882268858
"18","ALEX CANZIANI/PTB",445,"ALEX CANZIANI","PTB","PR",73458,5830426,"http://www.camara.gov.br/internet/deputado/bandep/73458.jpg","masculino","dep.alexcanziani@camara.gov.br",-1.28513864159241,-1.09961466525396,1.02888584875599,1.94827275157268,-3.18630330515878,0.574486961685423,-4.12817993386494,3.27239482604374
"19","ALEX MANENTE/PPS",331,"ALEX MANENTE","PPS","SP",178972,5830591,"http://www.camara.gov.br/internet/deputado/bandep/178972.jpg","masculino","dep.alexmanente@camara.gov.br",0.151391004357917,-1.77397266110773,1.42043404434271,1.37325177947663,-2.92375882038262,2.08654629937303,-4.10609950156474,1.41455752239107
"20","ALEXANDRE BALDY/PSDB",416,"ALEXANDRE BALDY","PSDB","GO",178875,5830373,"http://www.camara.gov.br/internet/deputado/bandep/178875.jpg","masculino","dep.alexandrebaldy@camara.gov.br",0.172747769380549,-0.267500969572535,1.23433452176963,1.15289267646084,-2.12549073827844,2.72768866882982,-2.39457775591942,2.19747490546445
"21","ALEXANDRE LEITE/DEM",334,"ALEXANDRE LEITE","DEM","SP",160545,5830381,"http://www.camara.gov.br/internet/deputado/bandep/160545.jpg","masculino","dep.alexandreleite@camara.gov.br",-0.693050487162281,0.866375951435495,1.37887610465591,1.28138851564727,-3.12926244306084,2.40896289494124,-1.40742799752334,3.54159108051737
"22","ALEXANDRE SERFIOTIS/PSD",284,"ALEXANDRE SERFIOTIS","PSD","RJ",178833,5830747,"http://www.camara.gov.br/internet/deputado/bandep/178833.jpg","masculino","dep.alexandreserfiotis@camara.gov.br",-0.697562828555221,-0.960906678710797,0.768547626508155,1.41079455236596,-2.05426661208296,0.97066723328325,-2.94986528416068,2.42391344920833
"23","ALEXANDRE VALLE/PRP",285,"ALEXANDRE VALLE","PRP","RJ",178936,5830436,"http://www.camara.gov.br/internet/deputado/bandep/178936.jpg","masculino","dep.alexandrevalle@camara.gov.br",-0.261728397299429,0.429572857871716,0.902746440472877,1.10562906945667,-1.96103751188031,1.71506380252608,-1.62563951199959,2.57759207201974
"24","ALFREDO KAEFER/PSDB",451,"ALFREDO KAEFER","PSDB","PR",141454,5830645,"http://www.camara.gov.br/internet/deputado/bandep/141454.jpg","masculino","dep.alfredokaefer@camara.gov.br",0.166706618083802,0.59806613191151,0.895762934642949,1.30831439435332,-1.61530792662969,2.07542947476477,-1.62895882549692,3.2703680232752
"25","ALFREDO NASCIMENTO/PR",36,"ALFREDO NASCIMENTO","PR","AM",178846,5830771,"http://www.camara.gov.br/internet/deputado/bandep/178846.jpg","masculino","dep.alfredonascimento@camara.gov.br",-0.467209213405515,0.544703779096681,1.1798865673482,1.63652154330108,-2.90274855345824,1.80356927408395,-2.8037627834572,3.60042638489842
"26","ALICE PORTUGAL/PCdoB",180,"ALICE PORTUGAL","PCdoB","BA",74057,5830470,"http://www.camara.gov.br/internet/deputado/bandep/74057.jpg","feminino","dep.aliceportugal@camara.gov.br",0.636913965640861,-2.4694771352071,2.20183606080146,1.61164127560965,-4.21051280407963,3.70694960529538,-5.53982762054417,1.05733102796897
"27","ALIEL MACHADO/PCdoB",441,"ALIEL MACHADO","PCdoB","PR",178927,5830336,"http://www.camara.gov.br/internet/deputado/bandep/178927.jpg","masculino","dep.alielmachado@camara.gov.br",0.198844722057378,-2.06046124394984,1.65711691289107,1.6351082559069,-3.60358339993553,2.46811150816515,-5.3200474266717,1.21977084356629
"28","ALTINEU CORTES/PR",286,"ALTINEU CORTES","PR","RJ",178937,5830582,"http://www.camara.gov.br/internet/deputado/bandep/178937.jpg","masculino","dep.altineucortes@camara.gov.br",0.102393082934839,1.12118722931205,1.11625328805189,1.5673129597023,-2.08426341919421,2.49287310429287,-1.77923743901015,4.17883312127455
"29","ALUISIO MENDES/PSDC",68,"ALUISIO MENDES","PSDC","MA",178881,5830565,"http://www.camara.gov.br/internet/deputado/bandep/178881.jpg","masculino","dep.aluisiomendes@camara.gov.br",-0.460660269015601,-1.22480879329675,0.827449401050259,1.39078816649404,-2.15484105106999,1.01543713103872,-3.33837059041549,2.02476815422801
"30","ANA PERUGINI/PT",332,"ANA PERUGINI","PT","SP",178973,5830779,"http://www.camara.gov.br/internet/deputado/bandep/178973.jpg","feminino","dep.anaperugini@camara.gov.br",1.61314645619427,-0.377925411802484,1.58528699189164,1.59345854826827,-1.98010884602925,4.44653180420533,-3.15035827608583,2.97673775846198
"31","ANDERSON FERREIRA/PR",142,"ANDERSON FERREIRA","PR","PE",160551,5830422,"http://www.camara.gov.br/internet/deputado/bandep/160551.jpg","masculino","dep.andersonferreira@camara.gov.br",-0.220837260434512,0.36684826824266,0.871669309859838,1.11116257923387,-1.93864730342466,1.50460441944672,-1.57165938634633,2.69538028128976
"32","ANDRE ABDON/PRB",9,"ANDRE ABDON","PRB","AP",178831,5830650,"http://www.camara.gov.br/internet/deputado/bandep/178831.jpg","masculino","dep.andreabdon@camara.gov.br",-0.502705776756847,-1.4188051774559,0.97137172365255,1.54886778501779,-2.45677269938567,1.27101621213165,-4.05367727857779,2.01056683194779
"33","ANDRE FIGUEIREDO/PDT",89,"ANDRE FIGUEIREDO","PDT","CE",133439,5830614,"http://www.camara.gov.br/internet/deputado/bandep/133439.jpg","masculino","dep.andrefigueiredo@camara.gov.br",1.09296516214812,-0.556849323247938,1.34476179634763,1.59927005595253,-2.47330621678131,2.8139905274311,-3.47269890839705,2.62707188484968
"34","ANDRE FUFUCA/PEN",72,"ANDRE FUFUCA","PEN","MA",178882,5830768,"http://www.camara.gov.br/internet/deputado/bandep/178882.jpg","masculino","dep.andrefufuca@camara.gov.br",-0.911218869254066,1.18777634148527,1.66583027630274,1.44767202231314,-3.54476443034339,2.80752393957071,-1.34417850210482,4.19271236010738
"35","ANDRE MOURA/PSC",174,"ANDRE MOURA","PSC","SE",160543,5830799,"http://www.camara.gov.br/internet/deputado/bandep/160543.jpg","masculino","dep.andremoura@camara.gov.br",-0.758511959717288,1.13903432160843,1.65544339945593,1.49053383411974,-3.94516870223301,2.61091476619371,-1.66759331498346,4.20692481084265
"36","ANDRES SANCHEZ/PT",341,"ANDRES SANCHEZ","PT","SP",178974,5830481,"http://www.camara.gov.br/internet/deputado/bandep/178974.jpg","masculino","dep.andressanchez@camara.gov.br",1.93652761741296,-0.298817868783057,1.72045186591991,1.95354376756212,-2.38865239649023,4.54887555769318,-4.08236690741885,3.27758649707669
"37","ANGELIM/PT",52,"ANGELIM","PT","AC",178837,5830541,"http://www.camara.gov.br/internet/deputado/bandep/178837.jpg","masculino","dep.angelim@camara.gov.br",1.59188172385606,-0.411913741191206,1.63386624626322,1.59317954956478,-2.03430593762667,4.40747227736713,-3.45022994113011,2.7430749022398
"38","ANIBAL GOMES/PMDB",87,"ANIBAL GOMES","PMDB","CE",74212,5830497,"http://www.camara.gov.br/internet/deputado/bandep/74212.jpg","masculino","dep.anibalgomes@camara.gov.br",-0.956514890569527,0.616081917071539,1.62698266400377,1.81944298912492,-3.64572302092623,3.01444929611504,-2.97926393236125,4.13104240833377
"39","ANTONIO BALHMANN/PROS",93,"ANTONIO BALHMANN","PROS","CE",74213,5830352,"http://www.camara.gov.br/internet/deputado/bandep/74213.jpg","masculino","dep.antoniobalhmann@camara.gov.br",1.00981698486313,1.12553144721632,0.914905925005717,2.07022322192558,-0.847473251105209,3.02392610663451,-3.01568055391928,4.90318224769078
"40","ANTONIO BRITO/PTB",189,"ANTONIO BRITO","PTB","BA",160553,5830609,"http://www.camara.gov.br/internet/deputado/bandep/160553.jpg","masculino","dep.antoniobrito@camara.gov.br",-1.09558729305075,-0.786354306006215,0.897443305312615,1.58476461814991,-2.83540051573123,0.700031488306524,-3.24258551293467,2.70880778328315
"41","ANTONIO BULHOES/PRB",333,"ANTONIO BULHOES","PRB","SP",141383,5830625,"http://www.camara.gov.br/internet/deputado/bandep/141383.jpg","masculino","dep.antoniobulhoes@camara.gov.br",-0.519818291790605,-1.45810758986647,0.972282782894885,1.56783669992128,-2.49753901000089,1.18610619480709,-3.96517119379657,2.01512604573618
"42","ANTONIO CARLOS MENDES THAME/PSDB",519,"ANTONIO CARLOS MENDES THAME","PSDB","SP",73584,5830802,"http://www.camara.gov.br/internet/deputado/bandep/73584.jpg","masculino","dep.antoniocarlosmendesthame@camara.gov.br",-0.841756001274576,-1.05464572733074,0.878401276734773,1.57295242086249,-2.60236774837721,0.83373251186879,-3.21030890697695,2.70695756795911
"43","ANTONIO IMBASSAHY/PSDB",191,"ANTONIO IMBASSAHY","PSDB","BA",160530,5830702,"http://www.camara.gov.br/internet/deputado/bandep/160530.jpg","masculino","dep.antonioimbassahy@camara.gov.br",-0.905496903078663,-1.15773000171021,0.914218032965206,1.69906630234146,-2.79914970822772,0.706476947801749,-3.61282967497959,2.7742552440349
"44","ANTONIO JACOME/PMN",121,"ANTONIO JACOME","PMN","RN",178950,5830587,"http://www.camara.gov.br/internet/deputado/bandep/178950.jpg","masculino","dep.antoniojacome@camara.gov.br",-0.524715006992797,-1.26582990057047,0.88179968488989,1.48809384026581,-2.36248461448871,0.923339553862285,-3.40045615439795,2.37024918422447
"45","ARLINDO CHINAGLIA/PT",336,"ARLINDO CHINAGLIA","PT","SP",73433,5830761,"http://www.camara.gov.br/internet/deputado/bandep/73433.jpg","masculino","dep.arlindochinaglia@camara.gov.br",1.59873011727821,-0.485639087868637,1.6527940960721,1.59771889103976,-1.75707539715733,4.62739232177378,-3.45755497595886,2.86046665492471
"46","ARNALDO FARIA DE SA/PTB",337,"ARNALDO FARIA DE SA","PTB","SP",73434,5830487,"http://www.camara.gov.br/internet/deputado/bandep/73434.jpg","masculino","dep.arnaldofariadesa@camara.gov.br",-1.78849227384148,-1.06722449307291,1.27221851363025,2.26579045491509,-4.63423703167839,0.562826350875565,-4.32902942439983,4.27567965916739
"47","ARNALDO JORDY/PPS",18,"ARNALDO JORDY","PPS","PA",160602,5830744,"http://www.camara.gov.br/internet/deputado/bandep/160602.jpg","masculino","dep.arnaldojordy@camara.gov.br",0.174091979842549,-1.77897836304938,1.46626585339206,1.41617265184251,-2.98428988138454,2.2740546131514,-4.39780364898386,1.19117918665139
"48","ARNON BEZERRA/PTB",90,"ARNON BEZERRA","PTB","CE",74291,5830664,"http://www.camara.gov.br/internet/deputado/bandep/74291.jpg","masculino","dep.arnonbezerra@camara.gov.br",-1.27550155062507,-0.217894312507137,1.47813104861805,1.99085580572522,-4.15780500254118,1.90739024551346,-3.7496219538687,3.78026888430146
"49","ARTHUR LIRA/PP",162,"ARTHUR LIRA","PP","AL",160541,5830321,"http://www.camara.gov.br/internet/deputado/bandep/160541.jpg","masculino","dep.arthurlira@camara.gov.br",-2.09055509528357,-0.8466884651554,1.5208600583961,2.48642233452323,-5.24197612041261,0.662994512208325,-4.70466906876486,4.52180893633407
"50","ARTHUR OLIVEIRA MAIA/Solidarie",192,"ARTHUR OLIVEIRA MAIA","Solidarie","BA",160600,5830788,"http://www.camara.gov.br/internet/deputado/bandep/160600.jpg","masculino","dep.arthuroliveiramaia@camara.gov.br",0.281579013056738,0.207861607019657,0.839779918297756,1.63426805500699,-1.45853548116853,2.19561139024436,-2.99116770455638,3.55648232256421
"51","ARTHUR VIRGILIO BISNETO/PSDB",37,"ARTHUR VIRGILIO BISNETO","PSDB","AM",178847,5830441,"http://www.camara.gov.br/internet/deputado/bandep/178847.jpg","masculino","dep.arthurvirgiliobisneto@camara.gov.br",-0.24435092554983,0.508291339598209,0.972583259033652,1.13654780079081,-2.2730593789939,1.62657596993593,-1.43749756097055,2.97003783696665
"52","ASSIS CARVALHO/PT",111,"ASSIS CARVALHO","PT","PI",159237,5830359,"http://www.camara.gov.br/internet/deputado/bandep/159237.jpg","masculino","dep.assiscarvalho@camara.gov.br",1.56656953210384,-0.318735104256159,1.5472208593365,1.73823853124724,-2.02960800202683,4.26872691168205,-3.6154112835232,3.29985258237836
